Inspector_ID,QC_Department,Inspection_Type_Order,Quality_Target,Workstation_Assignment,Shift_Time,Urgency_Level
QC2333,QC Manager - AQL Inspection,Batch-347 | Durability Test (Order: 90341),Defect Rate < 2%,QC Table QT-09,15:00-23:00,Standard
QC2334,QC Inspector - Pre-Production QC,Batch-872 | Button/Zipper Function (Order: 32514),Defect Rate < 2%,Light Box LB-15,10:00-19:00,Standard
QC2335,QC Supervisor - AQL Inspection,Batch-289 | Label Verification (Order: 87251),Throughput Target 63 pieces/hour,Inspection Booth IB-03,08:00-17:00,Standard
QC2336,QC Supervisor - Trim QC,Batch-333 | Fabric Defect Check (Order: 77403),Throughput Target 27 pieces/hour,Wash Test WT-02,09:00-18:00,Urgent
QC2337,QC Manager - Inline QC,Batch-880 | Color Matching (Order: 74987),Accuracy Target 99%,QC Table QT-02,08:00-17:00,Standard
QC2338,QC Trainee - Trim QC,Batch-567 | Packaging Inspection (Order: 47173),Accuracy Target 97%,Light Box LB-09,09:00-18:00,Priority
QC2339,QC Supervisor - Fabric QC,Batch-961 | Fabric Defect Check (Order: 19123),Throughput Target 80 pieces/hour,Wash Test WT-03,07:00-15:00,Priority
QC2340,QC Supervisor - Pre-Production QC,Batch-505 | Print Quality Check (Order: 23785),Throughput Target 53 pieces/hour,Inspection Booth IB-02,15:00-23:00,Routine
QC2341,QC Supervisor - Trim QC,Batch-204 | Washing Test (Order: 87405),Inspection Quota 66 pieces,Wash Test WT-04,08:00-17:00,Priority
QC2342,QC Manager - Final QC,Batch-225 | Fit Check (Order: 62990),Inspection Quota 158 pieces,Photo Studio PS-05,10:00-19:00,Standard
QC2343,Senior QC - Packing QC,Batch-509 | Durability Test (Order: 94388),Accuracy Target 97%,Audit Station AS-08,10:00-19:00,Critical
QC2344,QC Inspector - Fabric QC,Batch-210 | Durability Test (Order: 69589),Defect Rate < 1.5%,Photo Studio PS-08,15:00-23:00,Routine
QC2345,QC Inspector - Pre-Production QC,Batch-855 | Seam Quality Check (Order: 23055),Defect Rate < 2%,Photo Studio PS-11,07:00-15:00,Standard
QC2346,QC Supervisor - Final QC,Batch-434 | Embroidery Quality (Order: 99024),Inspection Quota 127 pieces,Inspection Booth IB-13,07:00-15:00,Routine
QC2347,QC Manager - Pre-Production QC,Batch-911 | Durability Test (Order: 74512),Throughput Target 32 pieces/hour,Fabric Testing FT-11,09:00-18:00,Critical
QC2348,QC Manager - Trim QC,Batch-451 | Button/Zipper Function (Order: 81098),Defect Rate < 2%,Audit Station AS-15,07:00-15:00,Priority
QC2349,QC Supervisor - Trim QC,Batch-553 | Label Verification (Order: 59327),Throughput Target 22 pieces/hour,QC Table QT-03,10:00-19:00,Priority
QC2350,Senior QC - Pre-Production QC,Batch-603 | Appearance Check (Order: 31514),Throughput Target 28 pieces/hour,Fabric Testing FT-12,09:00-18:00,Routine
QC2351,QC Trainee - Trim QC,Batch-602 | Embroidery Quality (Order: 98476),Throughput Target 50 pieces/hour,Measurement Station MS-09,07:00-15:00,Priority
QC2352,Senior QC - Trim QC,Batch-486 | Final Audit (Order: 87469),Accuracy Target 99%,Wash Test WT-01,07:00-15:00,Standard
QC2353,QC Trainee - Packing QC,Batch-457 | Color Matching (Order: 58026),Defect Rate < 1.5%,Audit Station AS-02,09:00-18:00,Urgent
QC2354,Senior QC - Fabric QC,Batch-157 | Packaging Inspection (Order: 56041),Inspection Quota 113 pieces,Light Box LB-11,08:00-17:00,Standard
QC2355,QC Trainee - Packing QC,Batch-989 | Appearance Check (Order: 18585),Accuracy Target 95%,Wash Test WT-03,07:00-15:00,Standard
QC2356,Senior QC - Packing QC,Batch-773 | Seam Quality Check (Order: 70412),Throughput Target 56 pieces/hour,Audit Station AS-05,07:00-15:00,Routine
QC2357,QC Supervisor - Pre-Production QC,Batch-424 | Embroidery Quality (Order: 12914),Throughput Target 56 pieces/hour,Audit Station AS-06,10:00-19:00,Standard
QC2358,QC Supervisor - Inline QC,Batch-310 | Measurement Check (Order: 98488),Accuracy Target 97%,Wash Test WT-03,10:00-19:00,Priority
QC2359,Senior QC - Fabric QC,Batch-608 | Packaging Inspection (Order: 36444),Defect Rate < 4%,Light Box LB-05,08:00-17:00,Routine
QC2360,Senior QC - Inline QC,Batch-923 | Embroidery Quality (Order: 62694),Inspection Quota 73 pieces,Inspection Booth IB-10,08:00-17:00,Priority
QC2361,QC Trainee - Fabric QC,Batch-586 | Embroidery Quality (Order: 79607),Throughput Target 33 pieces/hour,Wash Test WT-13,07:00-15:00,Standard
QC2362,Senior QC - Pre-Production QC,Batch-543 | Trim Quality Check (Order: 49309),Accuracy Target 98%,Audit Station AS-07,08:00-17:00,Priority
QC2363,QC Manager - Packing QC,Batch-881 | Final Audit (Order: 98022),Inspection Quota 54 pieces,Measurement Station MS-10,09:00-18:00,Standard
QC2364,QC Supervisor - Final QC,Batch-645 | Button/Zipper Function (Order: 93614),Throughput Target 79 pieces/hour,QC Table QT-09,15:00-23:00,Standard
QC2365,QC Supervisor - Fabric QC,Batch-254 | Color Matching (Order: 41506),Accuracy Target 97%,Audit Station AS-06,07:00-15:00,Priority
QC2366,QC Inspector - Pre-Production QC,Batch-373 | Fit Check (Order: 64059),Accuracy Target 98%,Fabric Testing FT-11,10:00-19:00,Standard
QC2367,QC Supervisor - Final QC,Batch-253 | Fabric Defect Check (Order: 24884),Inspection Quota 57 pieces,Light Box LB-13,08:00-17:00,Standard
QC2368,QC Supervisor - Trim QC,Batch-532 | Trim Quality Check (Order: 67164),Defect Rate < 3%,Measurement Station MS-05,15:00-23:00,Urgent
QC2369,Senior QC - Inline QC,Batch-774 | Durability Test (Order: 46408),Inspection Quota 60 pieces,Photo Studio PS-13,07:00-15:00,Urgent
QC2370,QC Trainee - Inline QC,Batch-405 | Label Verification (Order: 88852),Defect Rate < 2.5%,Wash Test WT-11,07:00-15:00,Standard
QC2371,QC Inspector - Trim QC,Batch-684 | Fabric Defect Check (Order: 24671),Defect Rate < 4%,Fabric Testing FT-08,07:00-15:00,Standard
QC2372,QC Manager - Final QC,Batch-437 | Measurement Check (Order: 51079),Throughput Target 71 pieces/hour,Light Box LB-15,09:00-18:00,Priority
QC2373,QC Inspector - Final QC,Batch-319 | Measurement Check (Order: 32957),Accuracy Target 97%,Audit Station AS-05,10:00-19:00,Standard
QC2374,QC Supervisor - Inline QC,Batch-816 | Trim Quality Check (Order: 59113),Defect Rate < 1.5%,Audit Station AS-08,15:00-23:00,Routine
QC2375,QC Inspector - Fabric QC,Batch-832 | Label Verification (Order: 72288),Accuracy Target 99%,QC Table QT-11,10:00-19:00,Standard
QC2376,QC Trainee - Inline QC,Batch-345 | Washing Test (Order: 98027),Accuracy Target 96%,Audit Station AS-05,08:00-17:00,Priority
QC2377,QC Trainee - AQL Inspection,Batch-978 | Trim Quality Check (Order: 40983),Throughput Target 44 pieces/hour,QC Table QT-15,09:00-18:00,Priority
QC2378,Senior QC - Fabric QC,Batch-404 | Measurement Check (Order: 40862),Inspection Quota 91 pieces,Photo Studio PS-11,08:00-17:00,Routine
QC2379,QC Supervisor - AQL Inspection,Batch-380 | Durability Test (Order: 14440),Defect Rate < 2.5%,Photo Studio PS-12,09:00-18:00,Standard
QC2380,Senior QC - AQL Inspection,Batch-997 | Washing Test (Order: 65360),Defect Rate < 3%,Fabric Testing FT-09,07:00-15:00,Standard
QC2381,QC Supervisor - Fabric QC,Batch-855 | Embroidery Quality (Order: 81791),Accuracy Target 97%,QC Table QT-13,07:00-15:00,Priority
QC2382,QC Inspector - Pre-Production QC,Batch-910 | Print Quality Check (Order: 68117),Inspection Quota 50 pieces,Audit Station AS-04,08:00-17:00,Routine
QC2383,QC Manager - Fabric QC,Batch-261 | Measurement Check (Order: 24526),Inspection Quota 182 pieces,Measurement Station MS-14,10:00-19:00,Routine
QC2384,QC Supervisor - Pre-Production QC,Batch-562 | Durability Test (Order: 51864),Throughput Target 75 pieces/hour,Measurement Station MS-05,15:00-23:00,Priority
QC2385,QC Manager - Pre-Production QC,Batch-918 | Fit Check (Order: 52936),Accuracy Target 98%,Inspection Booth IB-07,08:00-17:00,Standard
QC2386,QC Supervisor - Final QC,Batch-954 | Appearance Check (Order: 59456),Inspection Quota 55 pieces,QC Table QT-15,10:00-19:00,Priority
QC2387,QC Manager - Pre-Production QC,Batch-191 | Print Quality Check (Order: 39977),Throughput Target 32 pieces/hour,Fabric Testing FT-12,15:00-23:00,Standard
QC2388,QC Supervisor - Inline QC,Batch-714 | Embroidery Quality (Order: 66217),Accuracy Target 98%,Inspection Booth IB-06,15:00-23:00,Routine
QC2389,QC Trainee - Packing QC,Batch-545 | Seam Quality Check (Order: 78922),Throughput Target 72 pieces/hour,Photo Studio PS-02,15:00-23:00,Standard
QC2390,QC Inspector - Pre-Production QC,Batch-394 | Fabric Defect Check (Order: 44891),Throughput Target 44 pieces/hour,Measurement Station MS-07,15:00-23:00,Priority
QC2391,QC Inspector - Packing QC,Batch-844 | Fit Check (Order: 47089),Inspection Quota 157 pieces,Measurement Station MS-07,15:00-23:00,Urgent
QC2392,Senior QC - Inline QC,Batch-732 | Button/Zipper Function (Order: 40865),Throughput Target 78 pieces/hour,Light Box LB-06,10:00-19:00,Urgent
QC2393,QC Supervisor - Pre-Production QC,Batch-580 | Measurement Check (Order: 11352),Inspection Quota 132 pieces,Audit Station AS-11,15:00-23:00,Standard
QC2394,QC Supervisor - Pre-Production QC,Batch-853 | Washing Test (Order: 65481),Accuracy Target 95%,Inspection Booth IB-09,07:00-15:00,Priority
QC2395,Senior QC - Inline QC,Batch-582 | Appearance Check (Order: 40781),Accuracy Target 96%,QC Table QT-01,08:00-17:00,Standard
QC2396,QC Manager - Packing QC,Batch-504 | Packaging Inspection (Order: 49650),Accuracy Target 98%,QC Table QT-10,15:00-23:00,Standard
QC2397,QC Inspector - Fabric QC,Batch-447 | Trim Quality Check (Order: 74597),Throughput Target 28 pieces/hour,Inspection Booth IB-06,10:00-19:00,Urgent
QC2398,QC Inspector - Trim QC,Batch-420 | Button/Zipper Function (Order: 25314),Defect Rate < 3%,Photo Studio PS-14,08:00-17:00,Routine
QC2399,Senior QC - Pre-Production QC,Batch-389 | Appearance Check (Order: 66372),Accuracy Target 96%,Fabric Testing FT-09,08:00-17:00,Routine
QC2400,QC Inspector - Trim QC,Batch-882 | Label Verification (Order: 74392),Inspection Quota 192 pieces,Photo Studio PS-01,15:00-23:00,Standard
QC2401,QC Trainee - Final QC,Batch-136 | Fabric Defect Check (Order: 34004),Throughput Target 36 pieces/hour,Measurement Station MS-12,09:00-18:00,Routine
QC2402,QC Trainee - Trim QC,Batch-141 | Appearance Check (Order: 74868),Throughput Target 42 pieces/hour,Photo Studio PS-08,09:00-18:00,Standard
QC2403,QC Inspector - Inline QC,Batch-195 | Measurement Check (Order: 55823),Inspection Quota 122 pieces,Measurement Station MS-14,15:00-23:00,Priority
QC2404,QC Manager - Pre-Production QC,Batch-676 | Fit Check (Order: 45755),Inspection Quota 199 pieces,QC Table QT-09,10:00-19:00,Standard
QC2405,QC Supervisor - Final QC,Batch-352 | Appearance Check (Order: 20070),Throughput Target 63 pieces/hour,Inspection Booth IB-15,08:00-17:00,Urgent
QC2406,Senior QC - Inline QC,Batch-224 | Print Quality Check (Order: 99212),Throughput Target 43 pieces/hour,Inspection Booth IB-14,08:00-17:00,Urgent
QC2407,QC Trainee - Final QC,Batch-950 | Measurement Check (Order: 70323),Throughput Target 49 pieces/hour,Fabric Testing FT-10,07:00-15:00,Standard
QC2408,QC Trainee - Fabric QC,Batch-563 | Print Quality Check (Order: 91574),Accuracy Target 96%,Measurement Station MS-04,07:00-15:00,Standard
QC2409,Senior QC - AQL Inspection,Batch-861 | Label Verification (Order: 17279),Defect Rate < 4%,Audit Station AS-02,09:00-18:00,Standard
QC2410,QC Inspector - Fabric QC,Batch-191 | Fabric Defect Check (Order: 62286),Defect Rate < 3%,Measurement Station MS-07,09:00-18:00,Priority
QC2411,QC Inspector - Fabric QC,Batch-602 | Measurement Check (Order: 49131),Throughput Target 67 pieces/hour,Fabric Testing FT-15,10:00-19:00,Standard
QC2412,Senior QC - Final QC,Batch-952 | Print Quality Check (Order: 22597),Accuracy Target 96%,Light Box LB-08,09:00-18:00,Priority
QC2413,QC Supervisor - Trim QC,Batch-714 | Button/Zipper Function (Order: 83801),Throughput Target 25 pieces/hour,Audit Station AS-13,08:00-17:00,Standard
QC2414,QC Inspector - Packing QC,Batch-536 | Packaging Inspection (Order: 92665),Defect Rate < 2%,Wash Test WT-08,15:00-23:00,Priority
QC2415,QC Inspector - Pre-Production QC,Batch-639 | Appearance Check (Order: 74922),Defect Rate < 1.5%,Photo Studio PS-07,07:00-15:00,Standard
QC2416,QC Supervisor - AQL Inspection,Batch-230 | Button/Zipper Function (Order: 29478),Accuracy Target 98%,Audit Station AS-05,10:00-19:00,Standard
QC2417,QC Manager - Inline QC,Batch-625 | Measurement Check (Order: 15910),Defect Rate < 4%,Audit Station AS-07,07:00-15:00,Urgent
QC2418,QC Manager - Trim QC,Batch-463 | Fit Check (Order: 43211),Accuracy Target 96%,Inspection Booth IB-13,10:00-19:00,Priority
QC2419,QC Trainee - Inline QC,Batch-573 | Washing Test (Order: 96714),Inspection Quota 96 pieces,Audit Station AS-01,07:00-15:00,Routine
QC2420,Senior QC - Trim QC,Batch-841 | Label Verification (Order: 86966),Throughput Target 68 pieces/hour,Photo Studio PS-10,08:00-17:00,Urgent
QC2421,QC Inspector - Fabric QC,Batch-180 | Fabric Defect Check (Order: 34259),Accuracy Target 95%,Audit Station AS-09,07:00-15:00,Standard
QC2422,QC Supervisor - Inline QC,Batch-275 | Measurement Check (Order: 11743),Throughput Target 49 pieces/hour,Audit Station AS-14,10:00-19:00,Urgent
QC2423,QC Supervisor - Pre-Production QC,Batch-932 | Button/Zipper Function (Order: 91067),Accuracy Target 97%,Fabric Testing FT-02,15:00-23:00,Priority
QC2424,QC Trainee - Final QC,Batch-935 | Fabric Defect Check (Order: 24668),Defect Rate < 3%,QC Table QT-04,09:00-18:00,Standard
QC2425,QC Inspector - Pre-Production QC,Batch-546 | Print Quality Check (Order: 41690),Inspection Quota 72 pieces,Fabric Testing FT-13,09:00-18:00,Routine
QC2426,QC Supervisor - Final QC,Batch-219 | Packaging Inspection (Order: 12859),Inspection Quota 89 pieces,Photo Studio PS-08,09:00-18:00,Standard
QC2427,QC Supervisor - Inline QC,Batch-306 | Embroidery Quality (Order: 41801),Accuracy Target 96%,Audit Station AS-01,08:00-17:00,Priority
QC2428,QC Trainee - Inline QC,Batch-525 | Print Quality Check (Order: 66595),Throughput Target 67 pieces/hour,Fabric Testing FT-01,09:00-18:00,Priority
QC2429,QC Supervisor - Trim QC,Batch-842 | Trim Quality Check (Order: 87468),Throughput Target 34 pieces/hour,QC Table QT-09,07:00-15:00,Standard
QC2430,QC Manager - Trim QC,Batch-165 | Label Verification (Order: 82516),Accuracy Target 97%,Photo Studio PS-02,09:00-18:00,Routine
QC2431,Senior QC - Packing QC,Batch-121 | Final Audit (Order: 67177),Inspection Quota 123 pieces,Light Box LB-08,08:00-17:00,Urgent
QC2432,QC Inspector - Trim QC,Batch-701 | Trim Quality Check (Order: 38796),Accuracy Target 96%,Photo Studio PS-03,08:00-17:00,Critical
QC2433,QC Supervisor - Pre-Production QC,Batch-768 | Packaging Inspection (Order: 98225),Accuracy Target 97%,Measurement Station MS-10,15:00-23:00,Priority
QC2434,QC Trainee - Fabric QC,Batch-232 | Print Quality Check (Order: 73293),Inspection Quota 101 pieces,Measurement Station MS-10,09:00-18:00,Standard
QC2435,QC Supervisor - Inline QC,Batch-340 | Final Audit (Order: 49800),Inspection Quota 192 pieces,QC Table QT-01,08:00-17:00,Standard
QC2436,Senior QC - Fabric QC,Batch-278 | Print Quality Check (Order: 30788),Defect Rate < 2%,Wash Test WT-07,07:00-15:00,Routine
QC2437,QC Inspector - Packing QC,Batch-329 | Measurement Check (Order: 83660),Throughput Target 36 pieces/hour,Wash Test WT-13,08:00-17:00,Urgent
QC2438,QC Trainee - AQL Inspection,Batch-373 | Durability Test (Order: 83010),Inspection Quota 181 pieces,Inspection Booth IB-12,07:00-15:00,Routine
QC2439,QC Supervisor - Trim QC,Batch-208 | Fit Check (Order: 24539),Defect Rate < 4%,QC Table QT-09,07:00-15:00,Priority
QC2440,QC Trainee - Final QC,Batch-470 | Fit Check (Order: 36920),Inspection Quota 124 pieces,Photo Studio PS-13,10:00-19:00,Standard
QC2441,QC Trainee - Trim QC,Batch-472 | Color Matching (Order: 94815),Accuracy Target 98%,Inspection Booth IB-14,15:00-23:00,Priority
QC2442,QC Supervisor - Trim QC,Batch-351 | Durability Test (Order: 10863),Throughput Target 41 pieces/hour,Fabric Testing FT-09,15:00-23:00,Priority
QC2443,Senior QC - Inline QC,Batch-469 | Label Verification (Order: 64396),Inspection Quota 88 pieces,Audit Station AS-13,15:00-23:00,Urgent
QC2444,QC Supervisor - Final QC,Batch-569 | Packaging Inspection (Order: 63648),Accuracy Target 95%,Photo Studio PS-03,07:00-15:00,Standard
QC2445,QC Manager - Pre-Production QC,Batch-446 | Measurement Check (Order: 21112),Accuracy Target 97%,Measurement Station MS-07,07:00-15:00,Routine
QC2446,QC Trainee - Trim QC,Batch-254 | Print Quality Check (Order: 94078),Defect Rate < 4%,Fabric Testing FT-07,09:00-18:00,Routine
QC2447,QC Manager - Pre-Production QC,Batch-838 | Fit Check (Order: 49888),Accuracy Target 99%,QC Table QT-14,08:00-17:00,Urgent
QC2448,QC Manager - Packing QC,Batch-817 | Appearance Check (Order: 29249),Throughput Target 48 pieces/hour,Light Box LB-15,10:00-19:00,Urgent
QC2449,QC Manager - Packing QC,Batch-814 | Print Quality Check (Order: 67952),Accuracy Target 97%,Light Box LB-15,08:00-17:00,Priority
QC2450,QC Trainee - Inline QC,Batch-499 | Trim Quality Check (Order: 53842),Inspection Quota 183 pieces,Fabric Testing FT-04,07:00-15:00,Priority
QC2451,QC Manager - Packing QC,Batch-448 | Button/Zipper Function (Order: 78332),Inspection Quota 55 pieces,QC Table QT-15,10:00-19:00,Priority
QC2452,Senior QC - Packing QC,Batch-843 | Fabric Defect Check (Order: 49838),Throughput Target 52 pieces/hour,Inspection Booth IB-12,07:00-15:00,Standard
QC2453,Senior QC - AQL Inspection,Batch-619 | Button/Zipper Function (Order: 92180),Accuracy Target 95%,QC Table QT-13,07:00-15:00,Urgent
QC2454,Senior QC - Trim QC,Batch-564 | Embroidery Quality (Order: 10683),Accuracy Target 98%,Light Box LB-06,08:00-17:00,Standard
QC2455,QC Manager - Fabric QC,Batch-831 | Print Quality Check (Order: 28346),Throughput Target 53 pieces/hour,Light Box LB-02,08:00-17:00,Standard
QC2456,QC Manager - Packing QC,Batch-565 | Fabric Defect Check (Order: 57352),Defect Rate < 3%,Audit Station AS-14,09:00-18:00,Priority
QC2457,QC Trainee - Inline QC,Batch-233 | Seam Quality Check (Order: 65690),Throughput Target 33 pieces/hour,Photo Studio PS-02,08:00-17:00,Routine
QC2458,QC Manager - Pre-Production QC,Batch-672 | Packaging Inspection (Order: 87101),Throughput Target 75 pieces/hour,Fabric Testing FT-10,09:00-18:00,Standard
QC2459,QC Supervisor - Pre-Production QC,Batch-849 | Final Audit (Order: 74165),Throughput Target 72 pieces/hour,Measurement Station MS-03,10:00-19:00,Priority
QC2460,QC Supervisor - Final QC,Batch-232 | Washing Test (Order: 69993),Defect Rate < 3%,Photo Studio PS-08,07:00-15:00,Routine
QC2461,QC Inspector - Pre-Production QC,Batch-221 | Trim Quality Check (Order: 58409),Throughput Target 27 pieces/hour,Inspection Booth IB-06,10:00-19:00,Priority
QC2462,QC Trainee - Fabric QC,Batch-220 | Trim Quality Check (Order: 30093),Accuracy Target 99%,Wash Test WT-05,08:00-17:00,Standard
QC2463,QC Trainee - Trim QC,Batch-245 | Durability Test (Order: 28726),Throughput Target 23 pieces/hour,Fabric Testing FT-15,08:00-17:00,Standard
QC2464,QC Inspector - Final QC,Batch-102 | Fit Check (Order: 74067),Defect Rate < 4%,Wash Test WT-02,07:00-15:00,Standard
QC2465,QC Supervisor - Trim QC,Batch-679 | Embroidery Quality (Order: 50593),Throughput Target 77 pieces/hour,Wash Test WT-13,09:00-18:00,Standard
QC2466,QC Manager - Trim QC,Batch-616 | Color Matching (Order: 28156),Throughput Target 68 pieces/hour,Photo Studio PS-11,09:00-18:00,Priority
QC2467,Senior QC - Final QC,Batch-780 | Measurement Check (Order: 91889),Throughput Target 44 pieces/hour,Light Box LB-15,09:00-18:00,Standard
QC2468,QC Manager - Fabric QC,Batch-553 | Seam Quality Check (Order: 97876),Accuracy Target 95%,Measurement Station MS-12,07:00-15:00,Priority
QC2469,Senior QC - Packing QC,Batch-226 | Trim Quality Check (Order: 94562),Defect Rate < 3%,QC Table QT-10,10:00-19:00,Standard
QC2470,QC Supervisor - Final QC,Batch-223 | Trim Quality Check (Order: 12446),Inspection Quota 54 pieces,Fabric Testing FT-13,15:00-23:00,Priority
QC2471,QC Manager - Final QC,Batch-926 | Final Audit (Order: 21094),Accuracy Target 97%,QC Table QT-08,07:00-15:00,Urgent
QC2472,QC Supervisor - Fabric QC,Batch-124 | Color Matching (Order: 64386),Accuracy Target 97%,Fabric Testing FT-02,07:00-15:00,Priority
QC2473,QC Manager - Inline QC,Batch-247 | Color Matching (Order: 47401),Inspection Quota 115 pieces,Inspection Booth IB-03,08:00-17:00,Standard
QC2474,QC Inspector - Trim QC,Batch-433 | Seam Quality Check (Order: 90540),Inspection Quota 56 pieces,QC Table QT-05,09:00-18:00,Routine
QC2475,Senior QC - Inline QC,Batch-431 | Color Matching (Order: 64109),Accuracy Target 97%,Inspection Booth IB-01,15:00-23:00,Standard
QC2476,QC Manager - Final QC,Batch-604 | Embroidery Quality (Order: 40997),Throughput Target 80 pieces/hour,Inspection Booth IB-05,07:00-15:00,Priority
QC2477,QC Supervisor - Fabric QC,Batch-167 | Trim Quality Check (Order: 63356),Throughput Target 21 pieces/hour,Audit Station AS-11,15:00-23:00,Routine
QC2478,Senior QC - Inline QC,Batch-791 | Trim Quality Check (Order: 86830),Defect Rate < 3%,Measurement Station MS-05,10:00-19:00,Standard
QC2479,QC Supervisor - Trim QC,Batch-612 | Measurement Check (Order: 93335),Inspection Quota 86 pieces,Wash Test WT-09,15:00-23:00,Priority
QC2480,QC Inspector - AQL Inspection,Batch-668 | Trim Quality Check (Order: 65542),Throughput Target 22 pieces/hour,QC Table QT-14,09:00-18:00,Standard
QC2481,QC Manager - AQL Inspection,Batch-271 | Button/Zipper Function (Order: 95597),Defect Rate < 2%,Photo Studio PS-05,10:00-19:00,Priority
QC2482,QC Supervisor - Fabric QC,Batch-317 | Label Verification (Order: 92864),Accuracy Target 95%,Measurement Station MS-12,10:00-19:00,Routine
QC2483,QC Trainee - Packing QC,Batch-504 | Button/Zipper Function (Order: 21759),Defect Rate < 3%,Fabric Testing FT-15,09:00-18:00,Routine
QC2484,QC Manager - Final QC,Batch-798 | Trim Quality Check (Order: 51720),Accuracy Target 99%,Photo Studio PS-05,15:00-23:00,Priority
QC2485,Senior QC - Pre-Production QC,Batch-570 | Label Verification (Order: 37606),Accuracy Target 95%,Measurement Station MS-11,07:00-15:00,Standard
QC2486,QC Supervisor - Packing QC,Batch-788 | Seam Quality Check (Order: 11255),Inspection Quota 155 pieces,Photo Studio PS-13,09:00-18:00,Priority
QC2487,QC Trainee - Packing QC,Batch-766 | Durability Test (Order: 95078),Defect Rate < 4%,QC Table QT-15,09:00-18:00,Standard
QC2488,QC Trainee - Pre-Production QC,Batch-947 | Label Verification (Order: 59332),Accuracy Target 97%,Measurement Station MS-14,07:00-15:00,Standard
QC2489,QC Supervisor - Inline QC,Batch-555 | Label Verification (Order: 35295),Defect Rate < 3%,QC Table QT-13,08:00-17:00,Urgent
QC2490,Senior QC - Pre-Production QC,Batch-935 | Fabric Defect Check (Order: 21792),Accuracy Target 98%,Light Box LB-08,08:00-17:00,Priority
QC2491,Senior QC - Inline QC,Batch-314 | Final Audit (Order: 89433),Defect Rate < 3%,Audit Station AS-02,08:00-17:00,Priority
QC2492,QC Manager - Packing QC,Batch-665 | Final Audit (Order: 32344),Inspection Quota 194 pieces,Measurement Station MS-02,10:00-19:00,Standard
QC2493,QC Trainee - Final QC,Batch-683 | Color Matching (Order: 44029),Inspection Quota 183 pieces,Fabric Testing FT-04,07:00-15:00,Priority
QC2494,QC Manager - Pre-Production QC,Batch-797 | Embroidery Quality (Order: 43150),Throughput Target 20 pieces/hour,Audit Station AS-11,07:00-15:00,Standard
QC2495,Senior QC - AQL Inspection,Batch-380 | Packaging Inspection (Order: 63330),Defect Rate < 4%,Photo Studio PS-08,08:00-17:00,Routine
QC2496,QC Trainee - Packing QC,Batch-148 | Appearance Check (Order: 39431),Accuracy Target 97%,Photo Studio PS-06,07:00-15:00,Urgent
QC2497,QC Inspector - Trim QC,Batch-685 | Label Verification (Order: 20722),Defect Rate < 3%,Audit Station AS-02,15:00-23:00,Routine
QC2498,QC Inspector - Final QC,Batch-164 | Label Verification (Order: 50737),Defect Rate < 2%,Photo Studio PS-07,07:00-15:00,Critical
QC2499,Senior QC - Packing QC,Batch-353 | Fit Check (Order: 42821),Defect Rate < 2.5%,Light Box LB-06,07:00-15:00,Standard
